No,;Time;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
17183;149.678.022;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=3162 Ack=137896 Win=131072 Len=0;;;149,678022;149,67818;0,000158;;0,000158;0;-0,000158
17184;149.678.180;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;149,67818;149,67818;0;;-1,6E-05;1,6E-05;3,2E-05
17185;149.678.180;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;149,67818;149,678196;1,6E-05;;-0,000403;0,000419;0,000822
17186;149.678.196;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=3162 Ack=140720 Win=131072 Len=0;;;149,678196;149,678615;0,000419;;0,000419;0;-0,000419
17187;149.678.615;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;149,678615;149,678615;0;;-4,2E-05;4,2E-05;8,4E-05
17188;149.678.615;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1366;Application Data;;;149,678615;149,678657;4,2E-05;;-0,000341;0,000383;0,000724
17189;149.678.657;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=3162 Ack=143424 Win=131072 Len=0;;;149,678657;149,67904;0,000383;;0,000383;0;-0,000383
17190;149.679.040;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data;;;149,67904;149,67904;0;;-2,2E-05;2,2E-05;4,4E-05
17191;149.679.040;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;149,67904;149,679062;2,2E-05;;-0,000287;0,000309;0,000596
17192;149.679.062;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=3162 Ack=146248 Win=131072 Len=0;;;149,679062;149,679371;0,000309;;0,000309;0;-0,000309
17193;149.679.371;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1379;Application Data;;;149,679371;149,679371;0;;-1,1E-05;1,1E-05;2,2E-05
17194;149.679.371;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data;;;149,679371;149,679382;1,1E-05;;-0,008324;0,008335;0,016659
17195;149.679.382;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=3162 Ack=148965 Win=131072 Len=0;;;149,679382;149,687717;0,008335;;0,008335;0;-0,008335
17196;149.687.717;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;149,687717;149,687717;0;;-7,3E-05;7,3E-05;0,000146
17197;149.687.717;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;356;Application Data;;;149,687717;149,68779;7,3E-05;;-0,003799;0,003872;0,007671
17198;149.687.790;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=3162 Ack=150659 Win=131072 Len=0;;;149,68779;149,691662;0,003872;;-0,080458;0,08433;0,164788
17199;149.691.662;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TLSv1.3;408;Application Data;;;149,691662;149,775992;0,08433;;0,08433;0;-0,08433
17200;149.775.992;64:ff9b::8c52:7015;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;153;Application Data;;;149,775992;149,775992;0;;-6,4E-05;6,4E-05;0,000128
17201;149.775.992;64:ff9b::8c52:7015;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;153;Application Data;;;149,775992;149,776056;6,4E-05;;-0,011532;0,011596;0,023128
17202;149.776.056;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::8c52:7015;TCP;74;51531  >  443 [ACK] Seq=582 Ack=3674 Win=131072 Len=0;;;149,776056;149,787652;0,011596;;-0,007883;0,019479;0,027362
17203;149.787.652;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51526 [ACK] Seq=150659 Ack=3496 Win=78848 Len=0;;;149,787652;149,807131;0,019479;;-0,03107;0,050549;0,081619
17204;149.807.131;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TLSv1.3;312;Application Data;;;149,807131;149,85768;0,050549;;0,04845;0,002099;-0,046351
17205;149.857.680;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51526 [ACK] Seq=150659 Ack=3734 Win=80896 Len=0;;;149,85768;149,859779;0,002099;;0,002099;0;-0,002099
17206;149.859.779;140.82.114.25;192.168.100.34;TLSv1.3;133;Application Data;;;149,859779;149,859779;0;;-4,8E-05;4,8E-05;9,6E-05
17207;149.859.779;140.82.114.25;192.168.100.34;TLSv1.3;133;Application Data;;;149,859779;149,859827;4,8E-05;;-0,017805;0,017853;0,035658
17208;149.859.827;192.168.100.34;140.82.114.25;TCP;54;51532  >  443 [ACK] Seq=1659 Ack=2867 Win=131072 Len=0;;;149,859827;149,87768;0,017853;;0,016332;0,001521;-0,014811
17209;149.877.680;140.82.114.25;192.168.100.34;TLSv1.3;591;Application Data;;;149,87768;149,879201;0,001521;;-0,038811;0,040332;0,079143
17210;149.879.201;192.168.100.34;140.82.114.25;TLSv1.3;243;Application Data;;;149,879201;149,919533;0,040332;;0,040332;0;-0,040332
17211;149.919.533;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1466;Application Data;;;149,919533;149,919533;0;;-7,3E-05;7,3E-05;0,000146
17212;149.919.533;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1466;Application Data;;;149,919533;149,919606;7,3E-05;;-0,018207;0,01828;0,036487
17213;149.919.606;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=3734 Ack=153443 Win=131072 Len=0;;;149,919606;149,937886;0,01828;;0,01828;0;-0,01828
17214;149.937.886;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;946;Application Data;;;149,937886;149,937886;0;;-0,000101;0,000101;0,000202
17215;149.937.886;64:ff9b::8c52:7015;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;132;[TCP Retransmission] 443  >  51529 [PSH, ACK] Seq=3674 Ack=2037 Win=69632 Len=58;;;149,937886;149,937987;0,000101;;-0,000408;0,000509;0,000917
17216;149.937.987;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::8c52:7015;TCP;74;51529  >  443 [ACK] Seq=2037 Ack=4307 Win=130304 Len=0;;;149,937987;149,938496;0,000509;;-0,041316;0,041825;0,083141
17217;149.938.496;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::8c52:7015;TLSv1.3;105;Application Data;;;149,938496;149,980321;0,041825;;-0,005598;0,047423;0,053021
17218;149.980.321;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=3734 Ack=154315 Win=130304 Len=0;;;149,980321;150,027744;0,047423;;0,047423;0;-0,047423
17219;150.027.744;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1466;Application Data;;;150,027744;150,027744;0;;-7,6E-05;7,6E-05;0,000152
17220;150.027.744;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1357;Application Data;;;150,027744;150,02782;7,6E-05;;-0,019651;0,019727;0,039378
17221;150.027.820;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=3734 Ack=156990 Win=131072 Len=0;;;150,02782;150,047547;0,019727;;-0,073121;0,092848;0,165969
17222;150.047.547;64:ff9b::8c52:701a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;86;443  >  51528 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM=1 WS=1024;;;150,047547;150,140395;0,092848;;0,085273;0,007575;-0,077698
17223;150.140.395;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TLSv1.3;497;Application Data;;;150,140395;150,14797;0,007575;;0,007575;0;-0,007575
17224;150.147.970;140.82.114.25;192.168.100.34;TLSv1.3;127;Application Data;;;150,14797;150,14797;0;;0;0;0
17225;150.147.970;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1466;Application Data;;;150,14797;150,14797;0;;-0,000117;0,000117;0,000234
17226;150.147.970;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1351;Application Data;;;150,14797;150,148087;0,000117;;-0,049432;0,049549;0,098981
17227;150.148.087;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=4157 Ack=159659 Win=131072 Len=0;;;150,148087;150,197636;0,049549;;0,049106;0,000443;-0,048663
17228;150.197.636;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51526 [ACK] Seq=159659 Ack=4157 Win=82944 Len=0;;;150,197636;150,198079;0,000443;;-0,049342;0,049785;0,099127
17229;150.198.079;192.168.100.34;140.82.114.25;TCP;54;51532  >  443 [ACK] Seq=1848 Ack=3477 Win=130304 Len=0;;;150,198079;150,247864;0,049785;;-0,120802;0,170587;0,291389
17230;150.247.864;64:ff9b::8c52:7015;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51529 [ACK] Seq=4307 Ack=2068 Win=69632 Len=0;;;150,247864;150,418451;0,170587;;0,150761;0,019826;-0,130935
17231;150.418.451;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:2c6:face:b00c:0:167;TLSv1.2;102;Application Data;;;150,418451;150,438277;0,019826;;0,010424;0,009402;-0,001022
17236;150.438.277;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;86;51533  >  443 [SYN] Seq=0 Win=64952 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;150,438277;150,447679;0,009402;;-0,010566;0,019968;0,030534
17237;150.447.679;2a03:2880:f25c:2c6:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51490 [ACK] Seq=13107 Ack=3483 Win=645 Len=0;;;150,447679;150,467647;0,019968;;0,019968;0;-0,019968
17238;150.467.647;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1466;Application Data;;;150,467647;150,467647;0;;-4,2E-05;4,2E-05;8,4E-05
17239;150.467.647;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1349;Application Data;;;150,467647;150,467689;4,2E-05;;-0,010023;0,010065;0,020088
17240;150.467.689;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=4157 Ack=162326 Win=131072 Len=0;;;150,467689;150,477754;0,010065;;0,009955;0,00011;-0,009845
17241;150.477.754;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;86;443  >  51533 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM=1 WS=256;;;150,477754;150,477864;0,00011;;-0,000303;0,000413;0,000716
17242;150.477.864;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;74;51533  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0;;;150,477864;150,478277;0,000413;;-0,039149;0,039562;0,078711
17243;150.478.277;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TLSv1.3;591;Client Hello;;;150,478277;150,517839;0,039562;;0,039562;0;-0,039562
17244;150.517.839;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51533 [ACK] Seq=1 Ack=518 Win=66816 Len=0;;;150,517839;150,517839;0;;-0,00061;0,00061;0,00122
17245;150.517.839;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;277;Server Hello, Change Cipher Spec, Application Data;;;150,517839;150,518449;0,00061;;0,000396;0,000214;-0,000182
17246;150.518.449;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TLSv1.3;138;Change Cipher Spec, Application Data;;;150,518449;150,518663;0,000214;;-0,019037;0,019251;0,038288
17247;150.518.663;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TLSv1.3;683;Application Data;;;150,518663;150,537914;0,019251;;0,019251;0;-0,019251
17248;150.537.914;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51533 [ACK] Seq=204 Ack=582 Win=66816 Len=0;;;150,537914;150,537914;0;;-0,019696;0,019696;0,039392
17249;150.537.914;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51533 [ACK] Seq=204 Ack=1191 Win=67840 Len=0;;;150,537914;150,55761;0,019696;;-0,024725;0,044421;0,069146
17250;150.557.610;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;243;Application Data;;;150,55761;150,602031;0,044421;;0,013978;0,030443;0,016465
17251;150.602.031;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;74;51533  >  443 [ACK] Seq=1191 Ack=373 Win=131840 Len=0;;;150,602031;150,632474;0,030443;;-0,004714;0,035157;0,039871
17252;150.632.474;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2600:1901:1:916::;TCP;75;[TCP Keep-Alive] 51510  >  443 [ACK] Seq=15823 Ack=24145 Win=131072 Len=1;;;150,632474;150,667631;0,035157;;0,035157;0;-0,035157
17253;150.667.631;2a03:2880:f25c:2c6:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51490 [FIN, ACK] Seq=13107 Ack=3483 Win=645 Len=0;;;150,667631;150,667631;0;;-7,7E-05;7,7E-05;0,000154
17254;150.667.631;2600:1901:1:916::;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;86;[TCP Keep-Alive ACK] 443  >  51510 [ACK] Seq=24145 Ack=15824 Win=114944 Len=0 SLE=15823 SRE=15824;;;150,667631;150,667708;7,7E-05;;-7,7E-05;0,000154;0,000231
17255;150.667.708;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:2c6:face:b00c:0:167;TCP;74;51490  >  443 [ACK] Seq=3483 Ack=13108 Win=512 Len=0;;;150,667708;150,667862;0,000154;;-0,029555;0,029709;0,059264
17256;150.667.862;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:2c6:face:b00c:0:167;TCP;74;51490  >  443 [FIN, ACK] Seq=3483 Ack=13108 Win=512 Len=0;;;150,667862;150,697571;0,029709;;-0,224615;0,254324;0,478939
17257;150.697.571;2a03:2880:f25c:2c6:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51490 [ACK] Seq=13108 Ack=3484 Win=645 Len=0;;;150,697571;150,951895;0,254324;;0,254246;7,8E-05;-0,254168
17258;150.951.895;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TLSv1.3;153;Application Data;;;150,951895;150,951973;7,8E-05;;-0,055764;0,055842;0,111606
17259;150.951.973;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TLSv1.3;385;Application Data;;;150,951973;151,007815;0,055842;;0,055842;0;-0,055842
17260;151.007.815;64:ff9b::14cd:f3a8;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51530 [ACK] Seq=3954 Ack=22943 Win=113664 Len=0;;;151,007815;151,007815;0;;-0,04546;0,04546;0,09092
17261;151.007.815;64:ff9b::14cd:f3a8;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;122;Application Data;;;151,007815;151,053275;0,04546;;-0,125663;0,171123;0,296786
17262;151.053.275;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;74;51530  >  443 [ACK] Seq=22943 Ack=4002 Win=129792 Len=0;;;151,053275;151,224398;0,171123;;0,171016;0,000107;-0,170909
17263;151.224.398;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TLSv1.3;154;Application Data;;;151,224398;151,224505;0,000107;;-0,001311;0,001418;0,002729
17264;151.224.505;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TLSv1.3;914;Application Data;;;151,224505;151,225923;0,001418;;-0,020827;0,022245;0,043072
17265;151.225.923;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TLSv1.3;965;Application Data;;;151,225923;151,248168;0,022245;;0,022192;5,3E-05;-0,022139
17266;151.248.168;64:ff9b::14cd:f3a8;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;997;Application Data;;;151,248168;151,248221;5,3E-05;;-0,011732;0,011785;0,023517
17267;151.248.221;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;74;51530  >  443 [ACK] Seq=23863 Ack=4925 Win=131072 Len=0;;;151,248221;151,260006;0,011785;;0,011785;0;-0,011785
17268;151.260.006;64:ff9b::14cd:f3a8;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51530 [ACK] Seq=4925 Ack=23023 Win=113664 Len=0;;;151,260006;151,260006;0;;-0,007506;0,007506;0,015012
17269;151.260.006;64:ff9b::14cd:f3a8;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51530 [ACK] Seq=4925 Ack=23863 Win=116736 Len=0;;;151,260006;151,267512;0,007506;;0,007506;0;-0,007506
17270;151.267.512;2a03:2880:f25c:2c6:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;113;Application Data;;;151,267512;151,267512;0;;-6,5E-05;6,5E-05;0,00013
17271;151.267.512;2a03:2880:f25c:2c6:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51515 [FIN, ACK] Seq=3488 Ack=1199 Win=67840 Len=0;;;151,267512;151,267577;6,5E-05;;-5,1E-05;0,000116;0,000167
17272;151.267.577;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:2c6:face:b00c:0:167;TCP;74;51515  >  443 [ACK] Seq=1199 Ack=3489 Win=132096 Len=0;;;151,267577;151,267693;0,000116;;-0,009889;0,010005;0,019894
17273;151.267.693;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:2c6:face:b00c:0:167;TCP;74;51515  >  443 [FIN, ACK] Seq=1199 Ack=3489 Win=132096 Len=0;;;151,267693;151,277698;0,010005;;0,010005;0;-0,010005
17274;151.277.698;64:ff9b::14cd:f3a8;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;122;Application Data;;;151,277698;151,277698;0;;-5,9E-05;5,9E-05;0,000118
17275;151.277.698;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51526 [ACK] Seq=162326 Ack=5048 Win=86016 Len=0;;;151,277698;151,277757;5,9E-05;;-0,019841;0,0199;0,039741
17276;151.277.757;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;74;51530  >  443 [ACK] Seq=23863 Ack=4973 Win=131072 Len=0;;;151,277757;151,297657;0,0199;;-0,210341;0,230241;0,440582
17277;151.297.657;2a03:2880:f25c:2c6:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51515 [ACK] Seq=3489 Ack=1200 Win=67840 Len=0;;;151,297657;151,527898;0,230241;;0,188669;0,041572;-0,147097
17278;151.527.898;64:ff9b::14cd:f3a8;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;997;Application Data;;;151,527898;151,56947;0,041572;;-0,206835;0,248407;0,455242
17279;151.569.470;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;74;51530  >  443 [ACK] Seq=23863 Ack=5896 Win=130304 Len=0;;;151,56947;151,817877;0,248407;;0,243463;0,004944;-0,238519
17280;151.817.877;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;288;Application Data;;;151,817877;151,822821;0,004944;;0,004394;0,00055;-0,003844
17281;151.822.821;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TLSv1.3;203;Application Data;;;151,822821;151,823371;0,00055;;-0,01123;0,01178;0,02301
17282;151.823.371;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TLSv1.3;329;Application Data;;;151,823371;151,835151;0,01178;;0,01178;0;-0,01178
17283;151.835.151;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=1575 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,835151;151,835151;0;;0;0;0
17284;151.835.151;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=2967 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,835151;151,835151;0;;0;0;0
17285;151.835.151;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=4359 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,835151;151,835151;0;;0;0;0
17286;151.835.151;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=5751 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,835151;151,835151;0;;0;0;0
17287;151.835.151;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=7143 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,835151;151,835151;0;;0;0;0
17288;151.835.151;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=8535 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,835151;151,835151;0;;0;0;0
17289;151.835.151;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=9927 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,835151;151,835151;0;;0;0;0
17290;151.835.151;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=11319 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,835151;151,835151;0;;0;0;0
17291;151.835.151;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=12711 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,835151;151,835151;0;;-0,020023;0,020023;0,040046
17292;151.835.151;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=14103 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,835151;151,855174;0,020023;;0,020023;0;-0,020023
17293;151.855.174;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51533 [ACK] Seq=587 Ack=1320 Win=69120 Len=0;;;151,855174;151,855174;0;;-4,1E-05;4,1E-05;8,2E-05
17294;151.855.174;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51533 [ACK] Seq=587 Ack=1575 Win=70400 Len=0;;;151,855174;151,855215;4,1E-05;;-0,000634;0,000675;0,001309
17295;151.855.215;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=15495 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,855215;151,85589;0,000675;;0,000675;0;-0,000675
17296;151.855.890;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51533 [ACK] Seq=587 Ack=5751 Win=78848 Len=0;;;151,85589;151,85589;0;;-5,8E-05;5,8E-05;0,000116
17297;151.855.890;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51533 [ACK] Seq=587 Ack=9927 Win=87040 Len=0;;;151,85589;151,855948;5,8E-05;;5,8E-05;0;-5,8E-05
17298;151.855.948;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TLSv1.3;1466;Application Data [TCP segment of a reassembled PDU];;;151,855948;151,855948;0;;0;0;0
17299;151.855.948;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=18279 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,855948;151,855948;0;;0;0;0
